,country,Year,Life expectancy ,Schooling,Alcohol, BMI 
1793,Myanmar,2002,62.8,7.6,0.41,14.6
1792,Myanmar,2003,63.2,7.7,0.4,15.2
1791,Myanmar,2004,63.5,7.8,0.44,15.7
1790,Myanmar,2005,63.9,7.9,0.28,16.4
1789,Myanmar,2006,64.2,8.0,0.28,17.0
1788,Myanmar,2007,64.5,8.1,0.26,17.6
1787,Myanmar,2008,59.2,8.2,0.3,18.3
1786,Myanmar,2009,65.2,8.5,0.28,19.1
1785,Myanmar,2010,65.4,8.8,0.3,19.8
1811,Namibia,2000,57.4,11.5,5.73,24.5
1810,Namibia,2001,56.5,11.7,5.09,25.1
1809,Namibia,2002,55.7,11.8,5.09,25.8
1808,Namibia,2003,55.0,11.7,5.28,26.5
1807,Namibia,2004,54.7,11.7,4.8,27.2
1806,Namibia,2005,55.1,11.6,4.89,27.9
1805,Namibia,2006,57.0,11.4,4.94,28.7
1804,Namibia,2007,60.0,11.3,5.12,29.4
1803,Namibia,2008,61.7,11.3,6.28,3.2
1802,Namibia,2009,62.4,11.4,7.99,31.0
1801,Namibia,2010,63.0,11.4,7.58,31.8
1828,Nepal,2000,62.5,8.9,0.08,11.4
1827,Nepal,2001,63.2,9.0,0.09,11.9
1826,Nepal,2002,63.1,8.6,0.19,12.4
1825,Nepal,2003,64.3,9.2,0.2,12.9
1824,Nepal,2004,64.7,9.3,0.21,13.4
1823,Nepal,2005,65.4,9.4,0.2,13.9
1822,Nepal,2006,66.0,9.6,0.2,14.4
1821,Nepal,2007,66.6,10.0,0.2,14.9
1820,Nepal,2008,67.0,10.1,0.21,15.4
1819,Nepal,2009,67.5,10.5,0.22,15.9
1818,Nepal,2010,68.0,11.1,0.24,16.4
1844,Netherlands,2000,78.1,16.5,10.06,51.8
1843,Netherlands,2001,78.3,16.7,9.95,52.6
1842,Netherlands,2002,78.4,16.9,9.68,53.4
1841,Netherlands,2003,78.7,16.5,9.56,54.2
1840,Netherlands,2004,79.2,16.5,9.56,55.0
1839,Netherlands,2005,79.4,16.4,9.69,55.8
1838,Netherlands,2006,79.8,16.5,9.79,56.5
1837,Netherlands,2007,82.0,16.6,9.53,57.3
1836,Netherlands,2008,83.0,16.8,9.62,57.9
1835,Netherlands,2009,86.0,16.9,9.23,58.6
1834,Netherlands,2010,88.0,17.0,9.33,59.3
1860,New Zealand,2000,78.6,17.2,8.91,58.9
1859,New Zealand,2001,78.5,17.4,8.75,59.6
1858,New Zealand,2002,78.7,17.5,9.13,6.3
1857,New Zealand,2003,79.1,18.2,8.91,6.9
1856,New Zealand,2004,79.2,18.4,9.15,61.5
1855,New Zealand,2005,79.9,18.9,9.31,62.1
1854,New Zealand,2006,79.9,19.1,9.34,62.6
1853,New Zealand,2007,81.0,19.2,9.19,63.2
1852,New Zealand,2008,81.0,19.5,9.49,63.8
1851,New Zealand,2009,85.0,19.3,9.24,64.3
1850,New Zealand,2010,89.0,20.3,9.62,64.8
1876,Nicaragua,2000,73.0,10.1,3.61,42.8
1875,Nicaragua,2001,73.0,10.4,3.51,43.5
1874,Nicaragua,2002,75.0,10.7,3.5,44.2
1873,Nicaragua,2003,76.0,11.0,3.77,44.9
1872,Nicaragua,2004,71.0,11.0,3.81,45.7
1871,Nicaragua,2005,71.2,11.0,3.7,46.4
1870,Nicaragua,2006,73.0,11.0,3.69,47.1
1869,Nicaragua,2007,72.5,11.0,3.83,47.9
1868,Nicaragua,2008,72.5,11.1,3.64,48.6
1867,Nicaragua,2009,73.2,11.3,3.36,49.4
1866,Nicaragua,2010,73.2,11.4,3.38,5.2
1892,Niger,2000,50.0,2.8,0.1,13.6
1891,Niger,2001,56.0,2.9,0.11,13.9
1890,Niger,2002,51.4,2.9,0.1,14.3
1889,Niger,2003,52.1,3.0,0.1,14.6
1888,Niger,2004,52.9,3.1,0.11,15.0
1887,Niger,2005,53.7,3.5,0.11,15.4
1886,Niger,2006,54.5,3.7,0.11,15.7
1885,Niger,2007,55.2,3.8,0.1,16.1
1884,Niger,2008,56.0,4.0,0.12,16.5
1883,Niger,2009,57.1,4.2,0.11,16.9
1882,Niger,2010,58.2,4.5,0.12,17.3
1908,Nigeria,2000,47.1,7.6,9.23,16.9
1907,Nigeria,2001,47.4,8.0,9.58,17.3
1906,Nigeria,2002,47.7,7.7,9.61,17.8
1905,Nigeria,2003,48.1,8.1,9.75,18.3
1904,Nigeria,2004,48.5,8.5,9.76,18.8
1903,Nigeria,2005,49.2,8.9,9.71,19.3
1902,Nigeria,2006,49.8,9.0,9.66,19.9
1901,Nigeria,2007,55.0,9.1,9.55,2.4
1900,Nigeria,2008,59.0,9.2,9.3,21.0
1899,Nigeria,2009,51.6,9.3,9.05,21.6
1898,Nigeria,2010,52.0,9.5,8.9,22.2
1925,Norway,2000,78.5,17.1,5.67,53.3
1924,Norway,2001,78.8,17.5,5.49,54.0
1923,Norway,2002,78.9,17.1,5.89,54.6
1922,Norway,2003,79.4,17.1,6.04,55.3
1921,Norway,2004,79.8,17.5,6.22,55.9
1920,Norway,2005,81.0,17.6,6.37,56.5
1919,Norway,2006,84.0,17.5,6.47,57.0
1918,Norway,2007,85.0,17.6,6.6,57.5
1917,Norway,2008,86.0,17.6,6.75,58.0
1916,Norway,2009,89.0,17.4,6.68,58.5
1915,Norway,2010,81.0,17.4,6.59,58.9
1941,Oman,2000,72.6,10.4,0.38,45.9
1940,Oman,2001,72.9,10.7,0.55,46.5
1939,Oman,2002,73.3,11.0,0.54,47.3
1938,Oman,2003,73.6,11.2,0.56,48.1
1937,Oman,2004,74.0,11.5,0.61,48.9
1936,Oman,2005,74.3,11.5,0.63,49.5
1935,Oman,2006,74.7,11.6,0.58,5.1
1934,Oman,2007,74.9,11.5,0.57,5.6
1933,Oman,2008,75.2,11.9,0.57,51.1
1932,Oman,2009,75.4,12.4,0.56,51.5
1931,Oman,2010,75.6,13.5,0.56,51.8
1957,Pakistan,2000,62.8,5.3,0.02,16.4
1956,Pakistan,2001,63.0,5.4,0.01,16.9
1955,Pakistan,2002,63.2,5.5,0.01,17.4
1954,Pakistan,2003,63.5,5.6,0.01,17.9
1953,Pakistan,2004,63.7,5.6,0.01,18.4
1952,Pakistan,2005,62.9,6.1,0.04,18.9
1951,Pakistan,2006,64.2,6.5,0.03,19.5
1950,Pakistan,2007,64.4,6.7,0.03,2.1
1949,Pakistan,2008,64.6,7.3,0.03,2.6
1948,Pakistan,2009,64.8,7.3,0.03,21.3
1947,Pakistan,2010,65.1,7.5,0.04,21.9
1974,Panama,2000,75.7,12.1,5.58,45.9
1973,Panama,2001,75.5,12.4,5.43,46.9
1972,Panama,2002,75.7,12.6,5.52,47.8
1971,Panama,2003,75.5,12.8,5.52,48.6
1970,Panama,2004,75.8,12.8,5.69,49.5
1969,Panama,2005,75.8,12.9,5.53,5.3
1968,Panama,2006,76.2,12.9,5.72,51.1
1967,Panama,2007,76.4,12.9,6.16,51.9
1966,Panama,2008,76.5,12.8,6.74,52.7
1965,Panama,2009,76.8,12.8,6.87,53.4
1964,Panama,2010,76.5,12.8,6.94,54.2
1990,Papua New Guinea,2000,58.9,6.2,0.73,37.5
1989,Papua New Guinea,2001,59.1,6.6,0.68,38.2
1988,Papua New Guinea,2002,59.3,6.9,0.61,38.9
1987,Papua New Guinea,2003,59.6,7.2,0.59,39.6
1986,Papua New Guinea,2004,59.9,7.6,0.58,4.4
1985,Papua New Guinea,2005,64.0,7.9,0.84,41.1
1984,Papua New Guinea,2006,68.0,8.2,0.64,41.9
1983,Papua New Guinea,2007,61.1,8.6,0.71,42.7
1982,Papua New Guinea,2008,61.4,8.9,0.81,43.4
1981,Papua New Guinea,2009,61.6,9.2,0.82,44.2
1980,Papua New Guinea,2010,61.8,9.6,0.79,44.9
2006,Paraguay,2000,79.0,11.6,6.78,39.1
2005,Paraguay,2001,71.2,11.8,6.66,39.8
2004,Paraguay,2002,71.5,12.2,5.66,4.6
2003,Paraguay,2003,71.7,12.7,6.64,41.3
2002,Paraguay,2004,71.9,12.1,6.2,42.0
2001,Paraguay,2005,72.1,12.3,6.38,42.8
2000,Paraguay,2006,72.3,12.1,5.61,43.5
1999,Paraguay,2007,72.5,12.0,5.61,44.2
1998,Paraguay,2008,72.7,11.9,6.14,44.9
1997,Paraguay,2009,73.0,12.1,5.39,45.6
1996,Paraguay,2010,73.2,12.4,5.65,46.4
2022,Peru,2000,71.4,13.5,4.59,45.4
2021,Peru,2001,72.4,13.4,4.22,46.1
2020,Peru,2002,72.6,13.9,4.03,46.7
2019,Peru,2003,72.1,13.3,4.5,47.4
2018,Peru,2004,72.2,12.8,4.27,48.1
2017,Peru,2005,72.8,13.0,4.44,48.8
2016,Peru,2006,74.2,13.0,4.22,49.5
2015,Peru,2007,74.0,13.2,4.29,5.2
2014,Peru,2008,73.9,13.2,4.85,5.8
2013,Peru,2009,73.8,13.3,4.69,51.5
2012,Peru,2010,73.7,13.3,4.72,52.2
2038,Philippines,2000,66.8,11.4,4.73,17.8
2037,Philippines,2001,66.8,11.4,4.54,18.3
2036,Philippines,2002,66.8,11.4,4.42,18.7
2035,Philippines,2003,67.2,11.6,4.44,19.2
2034,Philippines,2004,67.3,11.6,4.45,19.6
2033,Philippines,2005,67.0,11.6,4.22,2.1
2032,Philippines,2006,67.3,11.5,4.08,2.6
2031,Philippines,2007,67.5,11.4,4.19,21.1
2030,Philippines,2008,67.5,11.5,4.21,21.6
2029,Philippines,2009,68.0,11.7,4.42,22.1
2028,Philippines,2010,67.9,11.4,4.85,22.6
2054,Poland,2000,73.7,14.6,8.4,53.1
2053,Poland,2001,74.2,14.7,7.74,53.6
2052,Poland,2002,74.5,15.0,8.02,54.0
2051,Poland,2003,74.7,15.3,9.06,54.5
2050,Poland,2004,74.9,15.5,9.19,55.0
2049,Poland,2005,75.0,14.8,9.5,55.5
2048,Poland,2006,75.2,15.0,10.4,56.0
2047,Poland,2007,75.3,15.0,10.9,56.6
2046,Poland,2008,75.5,15.0,11.4,57.2
2045,Poland,2009,75.7,15.1,10.7,57.8
2044,Poland,2010,76.3,15.1,10.59,58.4
2070,Portugal,2000,76.6,15.5,11.89,5.1
2069,Portugal,2001,76.9,15.7,12.22,5.9
2068,Portugal,2002,77.2,15.9,12.0,51.7
2067,Portugal,2003,77.3,15.8,14.21,52.5
2066,Portugal,2004,78.0,15.9,13.45,53.3
2065,Portugal,2005,77.7,15.4,13.33,54.1
2064,Portugal,2006,78.5,15.4,13.11,54.9
2063,Portugal,2007,78.7,15.4,12.57,55.7
2062,Portugal,2008,79.0,15.8,12.35,56.5
2061,Portugal,2009,79.3,16.0,12.03,57.3
2060,Portugal,2010,79.6,16.0,12.25,58.1
2086,Qatar,2000,76.2,13.0,0.5,62.4
2085,Qatar,2001,76.3,12.6,0.76,63.3
2084,Qatar,2002,76.4,12.2,0.87,64.1
2083,Qatar,2003,76.5,12.8,1.0,64.7
2082,Qatar,2004,76.6,13.5,1.11,65.0
2081,Qatar,2005,76.6,13.7,1.18,65.1
2080,Qatar,2006,76.6,13.7,1.28,65.0
2079,Qatar,2007,76.7,12.6,1.24,65.1
2078,Qatar,2008,76.8,11.7,1.37,65.2
2077,Qatar,2009,77.0,11.8,1.11,65.6
2076,Qatar,2010,77.3,12.0,1.16,66.0
2102,South Korea,2000,76.0,12.0,10.33,24.7
2101,South Korea,2001,76.7,12.0,11.45,25.2
2100,South Korea,2002,77.1,12.0,9.55,25.7
2099,South Korea,2003,77.6,12.0,9.66,26.2
2098,South Korea,2004,78.2,12.0,9.18,26.7
2097,South Korea,2005,78.7,12.0,9.03,27.2
2096,South Korea,2006,79.4,12.0,8.83,27.7
2095,South Korea,2007,79.8,12.0,9.05,28.2
2094,South Korea,2008,83.0,12.0,9.31,28.6
2093,South Korea,2009,86.0,12.0,8.97,29.1
2092,South Korea,2010,87.0,12.0,9.23,29.5
2118,Moldova,2000,67.1,9.8,9.89,46.5
2117,Moldova,2001,67.6,9.8,10.98,46.8
2116,Moldova,2002,67.5,9.8,6.71,47.2
2115,Moldova,2003,67.6,9.8,8.15,47.6
2114,Moldova,2004,68.0,9.8,12.27,47.9
2113,Moldova,2005,67.3,9.8,10.78,48.3
2112,Moldova,2006,68.0,9.8,8.36,48.7
2111,Moldova,2007,68.3,9.8,9.66,49.1
2110,Moldova,2008,68.9,9.8,9.07,49.5
2109,Moldova,2009,69.0,9.8,8.45,49.9
2108,Moldova,2010,68.8,9.8,8.25,5.4
2134,Romania,2000,77.0,11.5,10.16,51.4
2133,Romania,2001,78.0,11.7,9.78,51.9
2132,Romania,2002,77.0,12.0,9.62,52.4
2131,Romania,2003,71.1,12.5,8.78,52.9
2130,Romania,2004,71.7,12.9,9.82,53.4
2129,Romania,2005,71.9,13.4,7.68,53.9
2128,Romania,2006,72.5,13.7,8.51,54.4
2127,Romania,2007,72.9,14.1,10.6,55.0
2126,Romania,2008,73.1,14.7,11.9,55.6
2125,Romania,2009,73.1,15.4,10.4,56.3
2124,Romania,2010,73.4,15.8,9.0,56.9
2150,Russia,2000,65.0,12.1,10.18,54.0
2149,Russia,2001,65.1,12.5,10.47,54.2
2148,Russia,2002,64.8,12.8,10.87,54.5
2147,Russia,2003,64.6,13.2,11.32,54.7
2146,Russia,2004,64.9,13.6,11.5,55.0
2145,Russia,2005,65.0,13.7,11.57,55.3
2144,Russia,2006,66.4,13.8,11.79,55.7
2143,Russia,2007,67.3,13.8,12.19,56.1
2142,Russia,2008,67.5,13.9,12.04,56.6
2141,Russia,2009,68.2,14.0,11.21,57.0
2140,Russia,2010,68.4,13.7,11.05,57.5
2166,Rwanda,2000,48.3,6.6,7.13,13.2
2165,Rwanda,2001,48.6,7.1,5.72,13.7
2164,Rwanda,2002,57.0,7.2,7.82,14.1
2163,Rwanda,2003,52.0,7.6,6.66,14.5
2162,Rwanda,2004,53.4,8.2,6.75,14.9
2161,Rwanda,2005,55.3,8.8,7.01,15.4
2160,Rwanda,2006,57.6,9.3,6.88,15.9
2159,Rwanda,2007,59.6,10.1,6.78,16.5
2158,Rwanda,2008,68.0,10.4,6.39,17.1
2157,Rwanda,2009,61.0,10.2,7.11,17.7
2156,Rwanda,2010,62.8,10.0,7.92,18.3
2183,St. Lucia,2000,71.6,12.8,11.69,36.8
2182,St. Lucia,2001,71.8,12.6,12.03,37.3
2181,St. Lucia,2002,72.0,12.5,11.85,37.9
2180,St. Lucia,2003,72.2,12.4,12.55,38.4
2179,St. Lucia,2004,72.6,12.3,11.93,39.0
2178,St. Lucia,2005,73.1,12.2,12.32,39.6
2177,St. Lucia,2006,73.5,12.4,13.45,4.4
2176,St. Lucia,2007,73.9,12.8,12.68,41.3
2175,St. Lucia,2008,74.1,12.6,12.09,42.2
2174,St. Lucia,2009,74.3,12.7,11.09,43.0
2173,St. Lucia,2010,74.2,12.8,10.87,43.8
2199,St. Vincent and the Grenadines,2000,79.0,12.7,4.8,4.1
2198,St. Vincent and the Grenadines,2001,79.0,12.8,4.73,41.0
2197,St. Vincent and the Grenadines,2002,79.0,12.9,4.94,42.0
2196,St. Vincent and the Grenadines,2003,71.0,13.0,5.1,42.9
2195,St. Vincent and the Grenadines,2004,71.2,13.2,5.42,43.8
2194,St. Vincent and the Grenadines,2005,71.4,13.3,6.04,44.7
2193,St. Vincent and the Grenadines,2006,71.7,13.3,5.93,45.7
2192,St. Vincent and the Grenadines,2007,71.9,13.3,5.89,46.6
2191,St. Vincent and the Grenadines,2008,72.1,13.3,6.92,47.5
2190,St. Vincent and the Grenadines,2009,72.3,13.3,6.85,48.4
2189,St. Vincent and the Grenadines,2010,72.5,13.3,7.0,49.3
2215,Samoa,2000,72.0,12.1,3.0,65.6
2214,Samoa,2001,75.0,12.0,3.43,66.5
2213,Samoa,2002,76.0,12.1,3.3,67.4
2212,Samoa,2003,79.0,12.3,4.17,68.2
2211,Samoa,2004,71.4,12.4,3.62,68.9
2210,Samoa,2005,71.6,12.6,3.63,69.7
2209,Samoa,2006,72.0,12.7,3.52,7.3
2208,Samoa,2007,72.2,12.9,3.85,7.9
2207,Samoa,2008,72.5,12.9,3.97,71.4
2206,Samoa,2009,76.0,12.9,2.88,72.0
2205,Samoa,2010,72.6,12.9,3.01,72.5
2232,Sao Tome and Principe,2000,62.6,9.3,5.07,2.7
2231,Sao Tome and Principe,2001,62.8,9.4,5.02,21.1
2230,Sao Tome and Principe,2002,63.1,9.6,5.8,21.7
2229,Sao Tome and Principe,2003,63.4,9.7,6.54,22.2
2228,Sao Tome and Principe,2004,63.8,9.8,5.78,22.8
2227,Sao Tome and Principe,2005,64.3,10.0,5.27,23.4
2226,Sao Tome and Principe,2006,64.7,10.2,5.46,24.0
2225,Sao Tome and Principe,2007,65.1,10.3,4.14,24.7
2224,Sao Tome and Principe,2008,65.4,10.4,4.36,25.4
2223,Sao Tome and Principe,2009,65.8,10.1,4.13,26.2
2222,Sao Tome and Principe,2010,66.2,10.6,5.58,26.9
2248,Saudi Arabia,2000,72.6,11.8,0.05,56.2
2247,Saudi Arabia,2001,72.8,12.0,0.05,56.9
2246,Saudi Arabia,2002,72.9,12.1,0.05,57.7
2245,Saudi Arabia,2003,73.0,12.2,0.05,58.5
2244,Saudi Arabia,2004,73.1,12.3,0.06,59.4
2243,Saudi Arabia,2005,73.1,12.4,0.05,6.2
2242,Saudi Arabia,2006,73.2,12.5,0.08,6.9
2241,Saudi Arabia,2007,73.2,12.7,0.1,61.6
2240,Saudi Arabia,2008,73.3,12.8,0.09,62.4
2239,Saudi Arabia,2009,73.4,13.0,0.09,63.1
2238,Saudi Arabia,2010,73.7,13.3,0.09,63.9
2264,Senegal,2000,57.5,5.2,0.29,17.5
2263,Senegal,2001,57.9,5.4,0.34,17.9
2262,Senegal,2002,58.4,5.7,0.36,18.3
2261,Senegal,2003,59.0,5.9,0.33,18.7
2260,Senegal,2004,59.7,6.2,0.35,19.1
2259,Senegal,2005,65.0,6.4,0.33,19.5
2258,Senegal,2006,61.3,6.6,0.34,19.9
2257,Senegal,2007,62.1,6.8,0.32,2.3
2256,Senegal,2008,62.8,7.1,0.28,2.8
2255,Senegal,2009,63.5,7.5,0.3,21.2
2254,Senegal,2010,64.3,7.7,0.28,21.7
2280,Serbia,2000,72.6,13.0,7.38,51.2
2279,Serbia,2001,73.1,13.1,7.53,51.7
2278,Serbia,2002,72.9,13.2,6.95,52.2
2277,Serbia,2003,73.0,13.0,7.25,52.8
2276,Serbia,2004,73.0,13.1,7.42,53.3
2275,Serbia,2005,73.0,13.2,9.6,53.9
2274,Serbia,2006,73.6,13.4,8.58,54.5
2273,Serbia,2007,73.8,13.5,9.3,55.1
2272,Serbia,2008,74.0,13.5,9.54,55.8
2271,Serbia,2009,74.1,13.6,9.85,56.4
2270,Serbia,2010,74.4,13.6,9.65,57.0
2296,Seychelles,2000,71.8,12.3,8.24,27.1
2295,Seychelles,2001,72.0,12.2,6.72,27.6
2294,Seychelles,2002,72.1,12.1,11.15,28.1
2293,Seychelles,2003,72.1,12.1,7.41,28.7
2292,Seychelles,2004,72.1,12.3,7.91,29.2
2291,Seychelles,2005,72.2,12.1,7.82,3.1
2290,Seychelles,2006,72.2,13.1,8.12,3.7
2289,Seychelles,2007,72.2,13.1,8.12,31.2
2288,Seychelles,2008,72.2,13.2,6.33,31.8
2287,Seychelles,2009,72.3,13.2,4.94,32.4
2286,Seychelles,2010,72.4,13.2,6.51,33.5
2312,Sierra Leone,2000,39.0,6.7,3.97,17.2
2311,Sierra Leone,2001,41.0,7.0,4.21,17.5
2310,Sierra Leone,2002,48.0,7.2,4.06,17.9
2309,Sierra Leone,2003,41.5,7.4,4.07,18.4
2308,Sierra Leone,2004,42.3,7.6,3.99,18.8
2307,Sierra Leone,2005,43.3,7.8,3.83,19.2
2306,Sierra Leone,2006,44.3,8.0,3.8,19.7
2305,Sierra Leone,2007,45.3,8.2,3.86,2.2
2304,Sierra Leone,2008,46.2,8.3,3.91,2.7
2303,Sierra Leone,2009,47.1,8.5,3.97,21.2
2302,Sierra Leone,2010,48.1,8.7,3.84,21.7
2328,Singapore,2000,78.3,12.5,2.03,28.5
2327,Singapore,2001,78.7,12.7,2.08,28.9
2326,Singapore,2002,79.0,12.6,2.16,29.2
2325,Singapore,2003,79.3,12.7,1.43,29.6
2324,Singapore,2004,79.7,12.7,1.45,29.9
2323,Singapore,2005,82.0,12.6,1.49,3.2
2322,Singapore,2006,87.0,13.9,1.55,3.5
2321,Singapore,2007,81.1,14.1,1.6,3.9
2320,Singapore,2008,81.4,14.2,1.7,31.2
2319,Singapore,2009,81.7,14.4,1.73,31.5
2318,Singapore,2010,82.0,14.5,1.84,31.8
2344,Slovak Republic,2000,73.0,13.0,11.06,5.7
2343,Slovak Republic,2001,73.3,13.3,10.73,51.1
2342,Slovak Republic,2002,73.7,13.3,10.78,51.6
2341,Slovak Republic,2003,73.8,13.6,9.85,52.1
2340,Slovak Republic,2004,74.1,13.8,10.03,52.6
2339,Slovak Republic,2005,74.0,14.0,10.81,53.1
2338,Slovak Republic,2006,74.3,14.3,10.28,53.7
2337,Slovak Republic,2007,74.4,14.5,10.58,54.2
2336,Slovak Republic,2008,74.7,14.8,11.37,54.8
2335,Slovak Republic,2009,75.0,14.9,10.63,55.3
2334,Slovak Republic,2010,75.1,15.0,10.13,55.9
2360,Slovenia,2000,76.0,14.6,11.9,51.2
2359,Slovenia,2001,76.2,14.7,10.8,51.8
2358,Slovenia,2002,76.6,15.6,9.29,52.3
2357,Slovenia,2003,76.5,16.1,11.58,52.9
2356,Slovenia,2004,77.2,16.6,10.0,53.5
2355,Slovenia,2005,77.5,16.3,11.14,54.1
2354,Slovenia,2006,78.1,16.7,12.26,54.7
2353,Slovenia,2007,78.3,16.8,11.02,55.2
2352,Slovenia,2008,78.9,16.9,10.94,55.8
2351,Slovenia,2009,79.1,16.9,10.52,56.4
